run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
SRR1686980	SAMN03223850	SRX791866	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/000/SRR1686980/SRR1686980.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/000/SRR1686980
SRR1686982	SAMN03223852	SRX791868	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/002/SRR1686982/SRR1686982.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/002/SRR1686982
SRR1687043	SAMN03223858	SRX791895	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/003/SRR1687043/SRR1687043.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/003/SRR1687043
SRR1687044	SAMN03223859	SRX791896	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/004/SRR1687044/SRR1687044.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/004/SRR1687044
SRR1687049	SAMN03223862	SRX791901	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/009/SRR1687049/SRR1687049.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/009/SRR1687049
SRR1687058	SAMN03223867	SRX791911	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/008/SRR1687058/SRR1687058.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/008/SRR1687058
SRR1687064	SAMN03223872	SRX791917	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/004/SRR1687064/SRR1687064.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/004/SRR1687064
SRR1687066	SAMN03223874	SRX791919	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/006/SRR1687066/SRR1687066.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/006/SRR1687066
SRR1687069	SAMN03223877	SRX791922	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/009/SRR1687069/SRR1687069.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/009/SRR1687069
SRR1687095	SAMN03223879	SRX791953	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/005/SRR1687095/SRR1687095.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/005/SRR1687095
SRR1687098	SAMN03223882	SRX792028	PRJNA268708	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR168/008/SRR1687098/SRR1687098.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR168/008/SRR1687098
